vertical,area,initiative,service,date,proyected_spend,max_spend,min_spend
Fintech,Bank account,CrossBorder Expansion,AWS S3,14/06/2025,1974.95,2141.07,1634.77
Fintech,Deposits,Logistics Optimization,AWS Redshift,15/06/2025,1012.39,1112.61,778.03
Fintech,Lending,Shipping Automation,AWS Lambda,15/06/2025,2221.77,2453.14,1851.04
Fintech,Transfers,Fraud Shield,AWS S3,15/06/2025,502.4,547.53,412.79
Fintech,Bank account,CrossBorder Expansion,GCP Cloud Storage,15/06/2025,2118.17,2291.23,1711.85
Fintech,Transfers,Search Relevance,GCP BigQuery,15/06/2025,609.48,663.69,498.28
Fintech,Deposits,Pocket Growth,GCP Cloud Storage,15/06/2025,838.23,920.54,645.58
Retail,Promotion,Seller Onboarding 2.0,GCP Cloud Storage,16/06/2025,332.59,364.71,250.85
Retail,Advertisement,Logistics Optimization,AWS EC2,16/06/2025,2525.61,2745.5,1925.7
Retail,Delivery,Pocket Growth,AWS Redshift,16/06/2025,472.12,525.46,394.05
Fintech,Bank account,CrossBorder Expansion,Azure Data Lake,16/06/2025,473.12,528.49,365.41
Fintech,Bank account,CrossBorder Expansion,Azure Data Lake,16/06/2025,385.45,419.39,321.93
Fintech,Pocket,Ad Targeting,AWS S3,16/06/2025,563.32,629.33,427.37
Fintech,Deposits,Logistics Optimization,AWS Redshift,17/06/2025,830.85,897.91,663.19
Fintech,Bank account,CrossBorder Expansion,GCP Cloud Run,17/06/2025,160.17,178.91,130.76
Retail,Platform,Fraud Shield,AWS S3,17/06/2025,438.87,490.69,366.15
Fintech,Pocket,Lending Scoring,AWS S3,17/06/2025,910.19,983.44,772.59
Fintech,Pocket,CrossBorder Expansion,GCP BigQuery,18/06/2025,1312.02,1457.03,1082.69
Fintech,Transfers,Seller Onboarding 2.0,GCP Cloud Run,18/06/2025,732.07,819.05,555.35
Retail,Advertisement,Logistics Optimization,AWS EC2,18/06/2025,1285.38,1434.79,990.1
Fintech,Pocket,CrossBorder Expansion,AWS S3,18/06/2025,2085.35,2333.15,1570.31
Retail,Delivery,CrossBorder Expansion,Kubernetes (GKE),19/06/2025,182.14,200.73,152.99
Retail,Services,Seller Onboarding 2.0,AWS Lambda,19/06/2025,1028.65,1114.16,813.44
Fintech,Bank account,CrossBorder Expansion,AWS S3,19/06/2025,1696.4,1889.78,1398.32
Fintech,Lending,Fraud Shield,AWS Redshift,19/06/2025,1964.03,2169.38,1562.79
Retail,Services,Seller Onboarding 2.0,GCP BigQuery,19/06/2025,620.26,685.13,507.34
Fintech,Lending,Shipping Automation,AWS Lambda,19/06/2025,1941.46,2129.18,1595.2
Fintech,Bank account,Lending Scoring,AWS EC2,20/06/2025,854.45,942.35,677.25
Retail,Platform,Search Relevance,AWS S3,20/06/2025,1136.07,1233.93,944.83
Fintech,Bank account,Shipping Automation,GCP Cloud Run,20/06/2025,1330.9,1476.75,1068.83
Fintech,Pocket,Lending Scoring,AWS S3,20/06/2025,551.25,597.01,432.69
Fintech,Transfers,Seller Onboarding 2.0,GCP BigQuery,20/06/2025,703.3,780.1,588.79
Retail,Promotion,Search Relevance,GCP Cloud Storage,20/06/2025,1552.39,1729.3,1175.07
Retail,Advertisement,Shipping Automation,GCP BigQuery,20/06/2025,1909.1,2097.9,1526.18
Retail,Services,Search Relevance,AWS Lambda,21/06/2025,206.91,227.68,158.92
Fintech,Deposits,Search Relevance,Databricks,21/06/2025,506.33,553.16,397.27
Retail,Promotion,Search Relevance,AWS Redshift,21/06/2025,2505.98,2803.64,1952.16
Fintech,Lending,CrossBorder Expansion,AWS S3,21/06/2025,1837.57,2038.46,1430.34
Fintech,Transfers,Fraud Shield,GCP BigQuery,21/06/2025,2420.69,2650.07,1845.75
Fintech,Deposits,Logistics Optimization,AWS Redshift,22/06/2025,875.33,951.48,690.32
Fintech,Lending,Fraud Shield,AWS Lambda,22/06/2025,240.63,262.0,197.84
Retail,Advertisement,Shipping Automation,AWS EC2,22/06/2025,294.51,323.54,247.4
Retail,Delivery,Checkout Revamp,Kubernetes (GKE),22/06/2025,1558.07,1741.46,1229.9
Fintech,Deposits,CrossBorder Expansion,AWS EC2,22/06/2025,1677.47,1860.93,1414.72
Retail,Services,Lending Scoring,GCP Cloud Storage,22/06/2025,1939.19,2111.02,1601.52
Retail,Promotion,Shipping Automation,AWS Redshift,22/06/2025,1128.12,1257.15,952.05
Fintech,Pocket,Ad Targeting,GCP Cloud Run,23/06/2025,2165.14,2371.11,1721.53
Retail,Services,Seller Onboarding 2.0,GCP BigQuery,23/06/2025,558.23,621.9,465.54
Fintech,Transfers,Seller Onboarding 2.0,AWS Redshift,23/06/2025,329.0,358.5,259.57
Fintech,Bank account,Seller Onboarding 2.0,AWS EC2,23/06/2025,119.58,132.11,92.19
Retail,Promotion,CrossBorder Expansion,AWS Redshift,23/06/2025,2241.24,2503.61,1720.85
Fintech,Transfers,Seller Onboarding 2.0,GCP BigQuery,24/06/2025,306.81,334.52,251.29
Fintech,Pocket,Ad Targeting,GCP BigQuery,24/06/2025,1375.01,1523.12,1093.28
Fintech,Deposits,Logistics Optimization,AWS EC2,24/06/2025,923.0,1033.29,732.59
Fintech,Deposits,CrossBorder Expansion,GCP Cloud Storage,24/06/2025,9635.46,10464.34,7734.49
Fintech,Pocket,CrossBorder Expansion,AWS S3,24/06/2025,1554.77,1684.65,1219.7
Retail,Advertisement,Seller Onboarding 2.0,AWS EC2,24/06/2025,143.46,158.8,118.93
Retail,Promotion,Shipping Automation,GCP Cloud Storage,25/06/2025,1150.65,1258.34,865.38
Fintech,Pocket,Lending Scoring,GCP BigQuery,25/06/2025,797.65,863.74,670.18
Fintech,Lending,Shipping Automation,AWS Redshift,25/06/2025,1949.68,2142.72,1495.56
Retail,Promotion,Lending Scoring,AWS S3,25/06/2025,774.64,859.96,612.42
Fintech,Pocket,Fraud Shield,AWS Lambda,25/06/2025,256.8,280.28,211.99
Retail,Services,Fraud Shield,AWS S3,25/06/2025,392.58,429.25,304.42
Fintech,Bank account,Seller Onboarding 2.0,Azure Data Lake,25/06/2025,1373.42,1529.76,1155.81
Fintech,Pocket,CrossBorder Expansion,AWS Lambda,26/06/2025,2167.86,2386.39,1674.8
Retail,Delivery,Seller Onboarding 2.0,AWS EC2,26/06/2025,121.99,135.86,96.5
Retail,Platform,Fraud Shield,AWS Lambda,26/06/2025,263.58,289.37,221.12
Fintech,Lending,CrossBorder Expansion,AWS S3,26/06/2025,2154.74,2409.25,1814.4
Fintech,Deposits,Fraud Shield,Databricks,26/06/2025,1430.45,1582.12,1108.48
Retail,Promotion,Search Relevance,GCP Cloud Storage,27/06/2025,1561.07,1693.2,1281.18
Fintech,Pocket,Fraud Shield,GCP BigQuery,27/06/2025,1571.52,1752.88,1196.04
Fintech,Transfers,Search Relevance,GCP Cloud Run,27/06/2025,666.24,732.58,515.53
Retail,Delivery,Pocket Growth,AWS EC2,27/06/2025,10339.91,11225.68,8067.0
Retail,Delivery,Search Relevance,AWS Redshift,27/06/2025,1732.92,1882.13,1424.7
Fintech,Deposits,Pocket Growth,Kubernetes (GKE),27/06/2025,2697.74,2987.75,2101.82
Fintech,Lending,Fraud Shield,AWS S3,27/06/2025,436.25,471.97,329.45
Retail,Promotion,CrossBorder Expansion,AWS S3,28/06/2025,1932.32,2109.06,1624.78
Retail,Platform,Search Relevance,AWS S3,28/06/2025,1002.1,1087.87,819.1
Fintech,Bank account,Lending Scoring,AWS S3,28/06/2025,643.48,706.31,531.86
Fintech,Deposits,Search Relevance,Kubernetes (GKE),28/06/2025,1322.57,1450.3,1072.18
Retail,Delivery,Seller Onboarding 2.0,Kubernetes (GKE),28/06/2025,939.72,1034.51,729.0
Retail,Services,Checkout Revamp,GCP Cloud Storage,28/06/2025,397.38,433.61,318.92
Fintech,Transfers,Seller Onboarding 2.0,GCP Cloud Run,28/06/2025,489.41,529.19,388.07
Fintech,Pocket,CrossBorder Expansion,AWS Lambda,29/06/2025,2290.6,2530.14,1875.05
Retail,Promotion,CrossBorder Expansion,AWS Redshift,29/06/2025,1552.7,1700.12,1297.86
Fintech,Transfers,Fraud Shield,GCP Cloud Run,29/06/2025,638.3,705.99,525.52
Fintech,Transfers,Fraud Shield,AWS Redshift,29/06/2025,2396.57,2598.71,1831.05
Fintech,Pocket,Ad Targeting,Azure Data Lake,29/06/2025,188.55,203.74,148.91
Fintech,Pocket,CrossBorder Expansion,AWS Lambda,29/06/2025,2166.62,2361.47,1759.73
Retail,Delivery,Search Relevance,AWS Redshift,30/06/2025,1904.52,2091.66,1468.4
Retail,Services,Search Relevance,GCP Cloud Storage,30/06/2025,1469.28,1609.98,1239.41
Fintech,Bank account,CrossBorder Expansion,AWS S3,30/06/2025,1956.68,2176.64,1613.5
Fintech,Deposits,Logistics Optimization,AWS Lambda,30/06/2025,523.31,573.08,432.77
Retail,Delivery,Checkout Revamp,AWS Redshift,30/06/2025,1528.87,1683.62,1148.89
Retail,Platform,Pocket Growth,AWS S3,30/06/2025,1573.78,1737.05,1226.59
Retail,Promotion,Lending Scoring,GCP Cloud Storage,30/06/2025,947.26,1023.87,746.65
Retail,Advertisement,Logistics Optimization,Databricks,30/06/2025,322.15,354.56,273.67
Fintech,Transfers,Fraud Shield,AWS Redshift,30/06/2025,2314.63,2531.73,1924.78
Retail,Advertisement,Pocket Growth,GCP BigQuery,30/06/2025,659.13,722.97,518.37
Retail,Advertisement,Pocket Growth,AWS EC2,30/06/2025,1886.17,2044.63,1531.62
Retail,Delivery,CrossBorder Expansion,AWS Redshift,30/06/2025,2339.71,2600.15,1772.5
Fintech,Lending,CrossBorder Expansion,AWS Lambda,30/06/2025,2444.18,2731.85,1890.64
Fintech,Pocket,Lending Scoring,AWS Lambda,30/06/2025,2878.13,3110.95,2317.65
Fintech,Bank account,Lending Scoring,AWS EC2,30/06/2025,814.8,899.59,631.51
Fintech,Transfers,Seller Onboarding 2.0,GCP BigQuery,30/06/2025,473.7,526.07,356.44
Fintech,Lending,CrossBorder Expansion,AWS S3,30/06/2025,1649.62,1800.38,1326.13
Fintech,Pocket,Lending Scoring,GCP BigQuery,30/06/2025,775.47,861.94,609.32
Fintech,Transfers,Fraud Shield,GCP Cloud Run,30/06/2025,789.63,872.77,598.64
Fintech,Bank account,Pocket Growth,Azure Data Lake,30/06/2025,1340.9,1498.01,1106.42
Retail,Services,Search Relevance,AWS Lambda,30/06/2025,218.09,244.1,166.04
Fintech,Transfers,Search Relevance,GCP BigQuery,30/06/2025,756.43,818.23,635.59
Fintech,Pocket,Ad Targeting,GCP BigQuery,30/06/2025,189.76,208.32,148.99
